1,1,207.71,250.62,94.55999999999997,42.98000000000002,1,1,1.0
1,2,122.06,335.11,132.62,58.55000000000001,1,1,1.0
1,3,734.33,267.08,70.56999999999994,38.75,1,1,1.0
2,1,207.74,250.62,94.56,42.98000000000002,1,1,1.0
2,2,99.5,338.89,132.52,58.56,1,1,1.0
2,3,720.9,268.47,70.57000000000005,38.75,1,1,1.0
3,1,207.77,250.62,94.55999999999997,42.98000000000002,1,1,1.0
3,2,73.8,342.68,138.2,58.56,1,1,1.0
3,3,707.46,269.86,70.57999999999993,38.75,1,1,1.0
4,1,207.8,250.62,94.56,42.98000000000002,1,1,1.0
4,2,47.9,346.47,143.9,60.42999999999995,1,1,1.0
4,3,692.6,271.7,73.39999999999998,39.69,1,1,1.0
5,1,207.83,250.62,94.55999999999997,42.98000000000002,1,1,1.0
5,2,23.46,348.4,144.94,63.870000000000005,1,1,1.0
5,3,679.63,274.48,73.39999999999998,39.68000000000001,1,1,1.0
6,1,207.86,250.62,94.56,42.98000000000002,1,1,1.0
6,2,0.0,352.5,147.8,65.80000000000001,1,1,1.0
6,3,665.74,275.41,76.15999999999997,42.48999999999995,1,1,1.0
7,1,207.89,250.62,94.56,42.98000000000002,1,1,1.0
7,2,0.0,356.6,123.87,64.34999999999997,1,1,1.0
7,3,651.84,277.3,76.16999999999996,43.379999999999995,1,1,1.0
8,1,207.92,250.62,94.56000000000003,42.98000000000002,1,1,1.0
8,2,0.0,360.7,99.94,62.900000000000034,1,1,1.0
8,3,636.1,279.2,78.89999999999998,44.25999999999999,1,1,1.0
9,1,207.95,250.62,94.56,42.98000000000002,1,1,1.0
9,2,0.0,364.8,76.0,61.44999999999999,1,1,1.0
9,3,620.35,280.13,82.64999999999998,44.25,1,1,1.0
10,1,207.98,250.62,94.56000000000003,42.98000000000002,1,1,1.0
10,2,0.0,368.9,52.07,60.0,1,1,1.0
10,3,603.43,283.89,82.65000000000009,44.25,1,1,1.0
11,1,208.01,250.62,94.56,42.98000000000002,1,1,1.0
11,2,0.0,372.99,28.14,58.56,1,1,1.0
11,3,592.15,284.83,82.64999999999998,44.25,1,1,1.0
12,1,208.04,250.62,94.56000000000003,42.98000000000002,1,1,1.0
12,3,576.17,288.59,82.65000000000009,44.25,1,1,0.0
13,1,208.07,250.62,94.56,42.98000000000002,1,1,1.0
13,3,559.82,289.39,85.1099999999999,45.47000000000003,1,1,0.0
14,1,208.1,250.62,94.56000000000003,42.98000000000002,1,1,1.0
14,3,543.48,290.2,87.54999999999995,46.670000000000016,1,1,0.0
15,1,208.13,250.62,94.56,42.98000000000002,1,1,1.0
15,3,527.27,293.53,90.00999999999999,47.88000000000005,1,1,0.0
16,1,208.17,250.62,94.55000000000004,42.98000000000002,1,1,1.0
16,3,509.94,296.87,92.45999999999998,49.089999999999975,1,1,0.0
17,1,208.2,250.62,94.55000000000001,42.98000000000002,1,1,1.0
17,3,493.39,296.45,94.90999999999997,50.29000000000002,1,1,0.0
18,1,208.23,250.62,94.54999999999998,42.98000000000002,1,1,1.0
18,3,473.82,299.0,97.35999999999996,51.50999999999999,1,1,0.0
19,1,208.26,250.62,94.55000000000001,42.98000000000002,1,1,1.0
19,3,456.98,302.55,99.81999999999994,52.70999999999998,1,1,0.0
20,1,208.29,250.62,94.54999999999998,42.98000000000002,1,1,1.0
20,3,440.86,304.21,102.26999999999998,53.910000000000025,1,1,0.0
21,1,208.32,250.62,94.55000000000001,42.98000000000002,1,1,1.0
21,3,423.52,305.96,102.82000000000005,55.129999999999995,1,1,1.0
22,1,208.35,250.62,94.54999999999998,42.98000000000002,1,1,1.0
22,3,403.56,309.7,106.31,56.329999999999984,1,1,1.0
23,1,208.38,250.62,94.56,42.98000000000002,1,1,1.0
23,3,383.6,313.44,109.79999999999995,57.53000000000003,1,1,1.0
24,1,208.41,250.62,94.56000000000003,42.98000000000002,1,1,1.0
24,3,364.47,316.22,110.69999999999999,58.75999999999999,1,1,1.0
25,1,208.44,250.62,94.56,42.98000000000002,1,1,1.0
25,3,345.33,319.01,111.60000000000002,59.98000000000002,1,1,1.0
26,1,208.47,250.62,94.55999999999997,42.98000000000002,1,1,1.0
26,3,326.2,321.8,112.5,61.19999999999999,1,1,1.0
27,1,208.5,250.62,94.56,42.98000000000002,1,1,1.0
27,3,306.2,325.74,113.85000000000002,62.39999999999998,1,1,1.0
28,1,208.53,250.62,94.55999999999997,42.98000000000002,1,1,1.0
28,3,286.2,329.68,115.19999999999999,63.610000000000014,1,1,1.0
29,1,208.56,250.62,94.56,42.98000000000002,1,1,1.0
29,3,263.75,333.61,119.64999999999998,62.93000000000001,1,1,1.0
30,1,208.59,250.62,94.55999999999997,42.98000000000002,1,1,1.0
30,3,241.3,337.55,124.09999999999997,62.25,1,1,1.0
31,1,208.62,250.62,94.56,42.98000000000002,1,1,1.0
31,3,219.5,340.53,126.35000000000002,64.79000000000002,1,1,1.0
